-84.3659, 123.3
-80.2335, -14.2081
-77.3813, -151.716
-75.0572, 70.7764
-73.0426, -66.7314
-71.2375, 155.761
-69.5862, 18.2531
-68.054, -119.255
-66.6173, 103.238
-65.2595, -34.2702
-63.9682, -171.778
-62.734, 50.7143
-61.5493, -86.7935
-60.4082, 135.699
-59.3057, -1.809
-58.238, -139.317
-57.2014, 83.1755
-56.1931, -54.3323
-55.2107, 168.16
-54.252, 30.6522
-53.315, -106.856
-52.3982, 115.637
-51.5, -21.8711
-50.6193, -159.379
-49.7547, 63.1134
-48.9052, -74.3944
-48.07, 148.098
-47.2481, 10.5901
-46.4387, -126.918
-45.6412, 95.5745
-44.8549, -41.9332
-44.0792, -179.441
-43.3135, 43.0512
-42.5574, -94.4565
-41.8103, 128.036
-41.0718, -9.47204
-40.3416, -146.98
-39.6191, 75.5124
-38.9041, -61.9953
-38.1963, 160.497
-37.4952, 22.9891
-36.8007, -114.519
-36.1125, 107.974
-35.4302, -29.5342
-34.7536, -167.042
-34.0825, 55.4503
-33.4167, -82.0574
-32.756, 140.435
-32.1002, 2.92702
-31.449, -134.581
-30.8023, 87.9115
-30.1599, -49.5963
-29.5217, 172.896
-28.8875, 35.3882
-28.2572, -102.12
-27.6305, 120.373
-27.0074, -17.1351
-26.3878, -154.643
-25.7715, 67.8494
-25.1583, -69.6584
-24.5482, 152.834
-23.9411, 15.3261
-23.3368, -122.182
-22.7352, 100.311
-22.1363, -37.1972
-21.5399, -174.705
-20.946, 47.7873
-20.3544, -89.7205
-19.7651, 132.772
-19.1779, -4.73602
-18.5928, -142.244
-18.0097, 80.2484
-17.4286, -57.2593
-16.8493, 165.233
-16.2717, 27.7252
-15.6959, -109.783
-15.1217, 112.71
-14.549, -24.7981
-13.9778, -162.306
-13.408, 60.1863
-12.8396, -77.3214
-12.2724, 145.171
-11.7065, 7.66305
-11.1417, -129.845
-10.5781, 92.6475
-10.0154, -44.8602
-9.45374, 177.632
-8.89298, 40.1242
-8.33308, -97.3835
-7.77398, 125.109
-7.21563, -12.3991
-6.65796, -149.907
-6.10093, 72.5854
-5.54447, -64.9224
-4.98854, 157.57
-4.43308, 20.0621
-3.87804, -117.446
-3.32336, 105.047
-2.76899, -32.4612
-2.21488, -169.969
-1.66098, 52.5233
-1.10723, -84.9845
-0.553591, 137.508
0, 0
0.553591, -137.508
1.10723, 84.9845
1.66098, -52.5233
2.21488, 169.969
2.76899, 32.4612
3.32336, -105.047
3.87804, 117.446
4.43308, -20.0621
4.98854, -157.57
5.54447, 64.9224
6.10093, -72.5854
6.65796, 149.907
7.21563, 12.3991
7.77398, -125.109
8.33308, 97.3835
8.89298, -40.1242
9.45374, -177.632
10.0154, 44.8602
10.5781, -92.6475
11.1417, 129.845
11.7065, -7.66305
12.2724, -145.171
12.8396, 77.3214
13.408, -60.1863
13.9778, 162.306
14.549, 24.7981
15.1217, -112.71
15.6959, 109.783
16.2717, -27.7252
16.8493, -165.233
17.4286, 57.2593
18.0097, -80.2484
18.5928, 142.244
19.1779, 4.73602
19.7651, -132.772
20.3544, 89.7205
20.946, -47.7873
21.5399, 174.705
22.1363, 37.1972
22.7352, -100.311
23.3368, 122.182
23.9411, -15.3261
24.5482, -152.834
25.1583, 69.6584
25.7715, -67.8494
26.3878, 154.643
27.0074, 17.1351
27.6305, -120.373
28.2572, 102.12
28.8875, -35.3882
29.5217, -172.896
30.1599, 49.5963
30.8023, -87.9115
31.449, 134.581
32.1002, -2.92702
32.756, -140.435
33.4167, 82.0574
34.0825, -55.4503
34.7536, 167.042
35.4302, 29.5342
36.1125, -107.974
36.8007, 114.519
37.4952, -22.9891
38.1963, -160.497
38.9041, 61.9953
39.6191, -75.5124
40.3416, 146.98
41.0718, 9.47204
41.8103, -128.036
42.5574, 94.4565
43.3135, -43.0512
44.0792, 179.441
44.8549, 41.9332
45.6412, -95.5745
46.4387, 126.918
47.2481, -10.5901
48.07, -148.098
48.9052, 74.3944
49.7547, -63.1134
50.6193, 159.379
51.5, 21.8711
52.3982, -115.637
53.315, 106.856
54.252, -30.6522
55.2107, -168.16
56.1931, 54.3323
57.2014, -83.1755
58.238, 139.317
59.3057, 1.809
60.4082, -135.699
61.5493, 86.7935
62.734, -50.7143
63.9682, 171.778
65.2595, 34.2702
66.6173, -103.238
68.054, 119.255
69.5862, -18.2531
71.2375, -155.761
73.0426, 66.7314
75.0572, -70.7764
77.3813, 151.716
80.2335, 14.2081
84.3659, -123.3
