0.0056683, 0.00587616, -0.999967
-0.0141141, -0.000872961, -0.9999
0.0141968, -0.0114771, -0.999833
-0.00321312, 0.0213598, -0.999767
-0.0136735, -0.0203196, -0.9997
0.0263204, 0.00635314, -0.999633
-0.0257635, 0.0142351, -0.999567
0.0100772, -0.0299683, -0.9995
0.0136399, 0.030771, -0.999433
-0.0326065, -0.0142463, -0.999367
0.0353932, -0.0121115, -0.9993
-0.0187501, 0.034366, -0.999233
-0.00978769, -0.0396233, -0.999167
0.0353149, 0.0234919, -0.9991
-0.0434324, 0.00677013, -0.999033
0.0283829, -0.0354937, -0.998967
0.00314368, 0.0467834, -0.9989
-0.034932, -0.0333391, -0.998833
0.0496374, 0.00101483, -0.998767
-0.0382804, 0.033655, -0.9987
0.00563213, -0.0519564, -0.998633
0.0316883, 0.0431298, -0.998567
-0.0537059, -0.0106363, -0.9985
0.0478133, -0.0290595, -0.998433
-0.0159554, 0.0548552, -0.998367
-0.0257997, -0.0522604, -0.9983
0.0553793, 0.0215173, -0.998234
-0.0564038, 0.0219443, -0.998167
0.0272491, -0.0552585, -0.9981
0.0175334, 0.0601802, -0.998034
-0.0544793, -0.0330776, -0.997967
0.0635305, -0.0126114, -0.9979
-0.0389294, 0.0530349, -0.997834
-0.0072278, -0.0664002, -0.997767
0.0509249, 0.0447315, -0.9977
-0.0687401, 0.00143603, -0.997634
0.0504113, -0.0481556, -0.997567
-0.00470619, 0.0705061, -0.9975
-0.0447401, -0.0558978, -0.997434
0.0716601, 0.0111375, -0.997367
-0.0611214, 0.0406982, -0.9973
0.0177932, -0.0721701, -0.997234
0.0360562, 0.0660153, -0.997167
-0.0720108, -0.0246061, -0.9971
0.0705153, -0.0308468, -0.997034
-0.0315067, 0.0711631, -0.996967
-0.025109, -0.0745608, -0.9969
0.0696152, 0.0384239, -0.996834
-0.0780951, 0.0188872, -0.996767
0.0452858, -0.0673621, -0.9967
0.0122316, 0.0810661, -0.996634
-0.0644059, -0.05202, -0.996567
0.0834269, -0.00519729, -0.9965
-0.0585545, 0.0607558, -0.996434
0.00215612, -0.0851357, -0.996367
0.0564282, 0.0648184, -0.9963
-0.0861571, -0.00976499, -0.996234
0.0707424, -0.0514463, -0.996167
-0.0175622, 0.0864615, -0.9961
-0.0458402, -0.0762594, -0.996034
0.0860261, 0.0254777, -0.995967
-0.0813053, 0.0396463, -0.9959
0.0334393, -0.0848349, -0.995834
0.0329076, 0.0858195, -0.995767
-0.0828789, -0.0413732, -0.9957
0.0897457, -0.0256729, -0.995634
-0.0492045, 0.0801564, -0.995567
-0.0179966, -0.0930321, -0.9955
0.0766728, 0.0568581, -0.995434
-0.0956322, 0.00993795, -0.995367
0.0642595, -0.0724409, -0.9953
0.00156112, 0.097505, -0.995234
-0.0674807, -0.0713351, -0.995167
0.0986159, 0.00706586, -0.9951
-0.0780132, 0.0618192, -0.995034
0.0158715, -0.0989365, -0.994967
0.0554905, 0.0842246, -0.994901
-0.0984454, -0.0247813, -0.994834
0.0899031, -0.0485353, -0.994767
-0.0337188, 0.0971282, -0.994701
-0.0410007, -0.0949863, -0.994634
0.0949779, 0.0426058, -0.994567
-0.0994163, 0.0329401, -0.994501
0.0513634, -0.0919948, -0.994434
0.0244123, 0.10314, -0.994367
-0.0881867, -0.0599123, -0.994301
0.10611, -0.0154813, -0.994234
-0.0681741, 0.083569, -0.994167
-0.00621569, -0.108284, -0.994101
0.0781645, 0.0760714, -0.994034
-0.109627, -0.00331159, -0.993967
0.0835289, -0.0720035, -0.993901
-0.0130243, 0.110111, -0.993834
-0.0651234, -0.0904739, -0.993767
0.109714, 0.0228432, -0.993701
-0.0968371, 0.0575684, -0.993634
